InvoiceNo,InvoiceDate,CustomerID,TotalPrice
537136,2010-12-05,12748,273.76
537137,2010-12-05,16327,535.6
537138,2010-12-05,17211,273.29999999999995
537139,2010-12-05,17026,33.15
537140,2010-12-05,12748,70.41999999999999
537141,2010-12-05,15570,517.65
537142,2010-12-05,12748,41.45
537144,2010-12-05,15880,343.28
537153,2010-12-05,16718,623.7500000000001
537154,2010-12-05,15808,1021.45
537155,2010-12-05,12748,75.64000000000001
537156,2010-12-05,17858,251.25
537158,2010-12-05,16393,184.79999999999998
537159,2010-12-05,14527,292.95
537160,2010-12-05,14161,283.15
537163,2010-12-05,17863,384.72
537176,2010-12-05,16411,131.5
537179,2010-12-05,13767,806.2800000000002
537192,2010-12-05,16402,211.8
537193,2010-12-05,15023,460.5999999999999
537194,2010-12-05,17402,271.2
537195,2010-12-05,15311,650.64
537196,2010-12-05,15426,411.41999999999996
537197,2010-12-05,12647,286.5
537198,2010-12-05,12647,85.5
537199,2010-12-05,15894,156.73999999999995
537200,2010-12-05,15867,112.9
537201,2010-12-05,12472,1631.3
537202,2010-12-05,14506,269.7
537204,2010-12-05,15555,198.43
537205,2010-12-05,13034,165.85999999999999
537206,2010-12-05,15235,85.55000000000001
537207,2010-12-05,17402,188.77
537208,2010-12-05,15889,297.91999999999996
537209,2010-12-05,14606,192.68
537210,2010-12-05,15953,209.83999999999997
537211,2010-12-05,16143,355.75
537212,2010-12-05,12720,473.39
537213,2010-12-05,12748,8.649999999999999
537214,2010-12-05,16422,1668.2
537215,2010-12-05,12747,358.55999999999995
537216,2010-12-05,15502,569.5
537217,2010-12-05,15502,167.20000000000002
537218,2010-12-05,12763,320.08000000000004
537219,2010-12-05,14081,423.5199999999999
537221,2010-12-05,17965,37.35
537222,2010-12-05,14404,133.48
537223,2010-12-05,13579,164.70000000000002
537224,2010-12-05,13174,1415.97
537225,2010-12-05,12748,496.48
537226,2010-12-06,15987,113.47999999999999
537227,2010-12-06,17677,922.4
537228,2010-12-06,17677,25.200000000000003
537229,2010-12-06,17677,17.4
537231,2010-12-06,13652,308.8
537233,2010-12-06,17428,353.00000000000006
537235,2010-12-06,17381,2567.64
537236,2010-12-06,16858,375.69000000000005
537238,2010-12-06,16161,164.2
537239,2010-12-06,18219,210.19
537241,2010-12-06,14293,364.91999999999996
537242,2010-12-06,14748,412.22
537243,2010-12-06,16638,50.400000000000006
537244,2010-12-06,17674,300.66
537245,2010-12-06,14748,58.2
537246,2010-12-06,12808,129.4
537247,2010-12-06,13094,223.68
537248,2010-12-06,15899,56.25
537249,2010-12-06,16955,33.0
537250,2010-12-06,12708,196.44
537254,2010-12-06,15898,382.69
537255,2010-12-06,14443,303.5
537256,2010-12-06,16210,2263.7999999999997
537257,2010-12-06,17691,142.5
537258,2010-12-06,17227,142.25
537262,2010-12-06,15039,611.51
537265,2010-12-06,15919,270.72
537298,2010-12-06,13497,153.5
537301,2010-12-06,15860,102.66
537312,2010-12-06,14189,311.24
537313,2010-12-06,15304,123.15
537332,2010-12-06,14344,322.8
537334,2010-12-06,16719,430.72999999999996
537335,2010-12-06,15048,98.70000000000002
537346,2010-12-06,15301,673.37
537350,2010-12-06,14708,419.05999999999995
537351,2010-12-06,16898,116.07999999999998
537354,2010-12-06,12748,133.07
537359,2010-12-06,14825,184.10000000000002
537360,2010-12-06,18113,76.32000000000001
537362,2010-12-06,17596,392.62
537365,2010-12-06,15078,449.95
537366,2010-12-06,14085,308.05
537367,2010-12-06,15078,25.200000000000003
537368,2010-12-06,14911,377.50000000000006
537369,2010-12-06,17860,252.8
537370,2010-12-06,13155,379.69999999999993
537371,2010-12-06,15028,185.97
537372,2010-12-06,16919,198.35000000000002
537374,2010-12-06,17259,381.64
537375,2010-12-06,17019,358.82
537376,2010-12-06,16722,480.68
537377,2010-12-06,15882,270.52
537378,2010-12-06,14911,784.15
537380,2010-12-06,15882,100.80000000000001
537381,2010-12-06,14667,511.56
537382,2010-12-06,16710,375.47
537384,2010-12-06,15984,122.7
537385,2010-12-06,14487,125.10000000000002
537386,2010-12-06,14911,20.85
537387,2010-12-06,13468,222.17999999999998
537388,2010-12-06,17682,391.5
537389,2010-12-06,17757,149.0
537390,2010-12-06,16658,123.24
537391,2010-12-06,16550,554.66
537392,2010-12-06,17068,166.15
537393,2010-12-06,13089,2415.0400000000004
537394,2010-12-06,13089,81.18
537395,2010-12-06,15356,150.21999999999997
537396,2010-12-06,17223,292.84000000000003
537397,2010-12-06,16817,244.2
537399,2010-12-06,13030,427.7399999999999
537400,2010-12-06,17191,422.81
537403,2010-12-06,17191,30.450000000000003
537404,2010-12-06,17191,56.85
537405,2010-12-06,17841,406.68999999999994
537407,2010-12-06,15502,192.7
537409,2010-12-06,15194,406.15999999999997
537410,2010-12-06,14409,151.20000000000002
537412,2010-12-06,14409,177.60000000000002
537415,2010-12-06,16654,227.40000000000003
537418,2010-12-06,17884,137.10999999999996
537419,2010-12-06,13495,510.95000000000005
537420,2010-12-06,17519,335.3
537421,2010-12-06,17218,292.53999999999996
537422,2010-12-06,17812,217.54999999999998
537423,2010-12-06,14215,166.0
537424,2010-12-06,15602,92.55000000000001
537428,2010-12-06,17320,450.91999999999996
537429,2010-12-06,12748,82.11999999999999
537433,2010-12-06,12913,417.62
537435,2010-12-06,17920,221.50000000000003
537440,2010-12-06,17869,214.32
537441,2010-12-06,13564,540.0
537446,2010-12-07,18055,569.0300000000001
537447,2010-12-07,13963,151.3
537448,2010-12-07,17450,39.599999999999994
537456,2010-12-07,17450,1989.2399999999998
537457,2010-12-07,17511,1644.9399999999996
537458,2010-12-07,17091,293.45
537459,2010-12-07,17470,178.4
537460,2010-12-07,17616,326.4
537461,2010-12-07,15649,510.0
537462,2010-12-07,17228,172.64999999999998
537463,2010-12-07,12681,1033.52
537464,2010-12-07,14907,618.07
537465,2010-12-07,17735,454.6
537467,2010-12-07,16059,118.25
537468,2010-12-07,12567,415.46000000000004
537469,2010-12-07,17720,102.0
537470,2010-12-07,15018,111.25
537471,2010-12-07,14344,17.85
537472,2010-12-07,12971,111.54
537476,2010-12-07,15838,957.5
537484,2010-12-07,14733,1830.0199999999998
537489,2010-12-07,17017,511.8
537509,2010-12-07,13756,532.8000000000001
537523,2010-12-07,14176,159.54999999999998
537538,2010-12-07,15353,311.65000000000003
537567,2010-12-07,18119,181.11999999999995
537592,2010-12-07,17491,327.4000000000001
537593,2010-12-07,14282,571.0
537594,2010-12-07,12647,596.8
537595,2010-12-07,13569,118.32
537598,2010-12-07,14135,319.0
537599,2010-12-07,17954,19.9
537601,2010-12-07,17287,108.78
537603,2010-12-07,14673,373.49
537604,2010-12-07,13488,1381.9199999999996
537605,2010-12-07,16221,166.74
537606,2010-12-07,15002,631.6499999999999
537607,2010-12-07,15965,156.19
537608,2010-12-07,15024,444.42
537609,2010-12-07,17675,617.12
537612,2010-12-07,13769,322.3
537614,2010-12-07,16904,322.79999999999995
537615,2010-12-07,15898,139.0
537616,2010-12-07,16904,15.9
537617,2010-12-07,16086,177.26
537618,2010-12-07,15061,2022.16
537619,2010-12-07,13786,230.4
537620,2010-12-07,13880,97.8
537622,2010-12-07,13173,165.94000000000003
537623,2010-12-07,15858,383.93000000000006
537624,2010-12-07,12748,306.84000000000003
537625,2010-12-07,15180,87.5
537626,2010-12-07,12347,711.79
537627,2010-12-07,14739,713.88
537628,2010-12-07,16293,378.75
537629,2010-12-07,17419,356.87
537631,2010-12-07,17419,17.4
537634,2010-12-07,16775,231.9
537635,2010-12-07,16306,68.1
537636,2010-12-07,16950,172.0
537646,2010-12-07,17591,406.6
537648,2010-12-07,12839,402.60999999999996
537649,2010-12-07,13807,112.6
537650,2010-12-07,16125,289.35
537653,2010-12-07,17897,268.72999999999996
537655,2010-12-07,15081,111.15
537657,2010-12-07,18102,9639.119999999999
537658,2010-12-07,18102,395.76
537659,2010-12-07,18102,15885.49
537664,2010-12-07,15024,46.8
537665,2010-12-07,16365,139.86
537667,2010-12-08,17870,326.4
537668,2010-12-08,14821,48.800000000000004
537669,2010-12-08,16863,164.25
537670,2010-12-08,13078,514.39
537671,2010-12-08,13267,328.45000000000005
537672,2010-12-08,13050,328.01
537673,2010-12-08,12709,522.7
537674,2010-12-08,15628,319.17999999999995
537676,2010-12-08,12386,258.9
537678,2010-12-08,16779,356.91
537680,2010-12-08,13599,253.24
537681,2010-12-08,13329,304.2
537682,2010-12-08,13599,99.6
537683,2010-12-08,12921,365.4
537685,2010-12-08,18077,204.87
537686,2010-12-08,14744,225.0
537688,2010-12-08,17406,702.1
537689,2010-12-08,15750,301.52
537690,2010-12-08,13983,329.36
537691,2010-12-08,13842,310.57
537692,2010-12-08,14796,671.2099999999999
537693,2010-12-08,12441,173.55
537694,2010-12-08,14901,158.25
537698,2010-12-08,13199,468.68
537700,2010-12-08,18229,309.0
537707,2010-12-08,14032,303.85999999999996
537738,2010-12-08,17706,287.08
537743,2010-12-08,17706,151.95000000000002
537751,2010-12-08,17706,38.8
537754,2010-12-08,16081,157.60000000000002
537755,2010-12-08,16525,411.43999999999994
537757,2010-12-08,17975,314.1
537758,2010-12-08,16122,105.72
537759,2010-12-08,13126,203.64
537760,2010-12-08,15973,307.82
537761,2010-12-08,13126,19.799999999999997
537762,2010-12-08,16558,569.4000000000001
537764,2010-12-08,16893,145.93
537765,2010-12-08,14606,215.87999999999994
537766,2010-12-08,17677,651.6000000000001
537767,2010-12-08,15100,350.4
537768,2010-12-08,15750,39.0
537769,2010-12-08,15021,205.64
537770,2010-12-08,15529,295.66
537771,2010-12-08,15498,450.92
537772,2010-12-08,18043,316.46
537773,2010-12-08,16016,382.2700000000001
537774,2010-12-08,14060,281.0
537775,2010-12-08,17722,910.1400000000002
537780,2010-12-08,17324,127.05000000000001
537781,2010-12-08,17341,513.5999999999999
537789,2010-12-08,14051,623.42
537791,2010-12-08,16233,147.39999999999998
537792,2010-12-08,16385,148.23000000000002
537793,2010-12-08,15032,2746.7499999999995
537794,2010-12-08,16713,414.42999999999995
537795,2010-12-08,17213,312.90000000000003
537796,2010-12-08,18061,405.16
537799,2010-12-08,15916,142.95
537800,2010-12-08,12748,69.79
537801,2010-12-08,15221,403.25
537802,2010-12-08,13455,692.9399999999999
537803,2010-12-08,15916,89.5
537804,2010-12-08,12748,130.64000000000001
537806,2010-12-08,13113,372.97
537808,2010-12-08,15311,251.09000000000003
537809,2010-12-08,14217,118.30000000000001
537810,2010-12-08,15032,23.85
537811,2010-12-08,17262,268.86
537813,2010-12-08,18259,376.30000000000007
537815,2010-12-08,17676,300.7
537816,2010-12-08,16679,129.75
537817,2010-12-08,18269,168.6
537818,2010-12-08,12766,1149.29
537819,2010-12-08,15298,397.59999999999997
537822,2010-12-08,13523,566.95
537825,2010-12-08,15005,222.5
537826,2010-12-08,15581,272.34000000000003
537827,2010-12-08,15332,63.0
537828,2010-12-08,15680,478.89
537829,2010-12-08,15498,525.8
537830,2010-12-08,13649,197.8
537831,2010-12-08,17894,106.77000000000001
537833,2010-12-08,13270,590.0
537836,2010-12-08,14866,103.67999999999999
537837,2010-12-08,13077,313.72
537840,2010-12-08,13531,305.45000000000005
537841,2010-12-08,13848,320.0
537842,2010-12-08,13140,159.51
537843,2010-12-08,15713,171.15
537844,2010-12-08,17999,190.34
537845,2010-12-08,17690,71.4
537846,2010-12-08,15347,201.59999999999997
537847,2010-12-08,14766,180.4
537848,2010-12-08,13777,180.0
537849,2010-12-08,13777,75.0
537850,2010-12-08,16722,318.84000000000003
537851,2010-12-08,13758,356.4
537852,2010-12-08,17340,2671.2699999999995
537854,2010-12-08,13984,154.79999999999998
537855,2010-12-08,15996,263.25
537859,2010-12-08,14030,670.55
537861,2010-12-08,16596,120.65
537862,2010-12-08,12971,111.52999999999999
537863,2010-12-08,14030,5.95
537864,2010-12-08,16700,336.94
537865,2010-12-08,16011,237.95
537866,2010-12-08,17655,676.1
537867,2010-12-08,16717,307.25
537868,2010-12-08,12433,1867.98
537871,2010-12-08,12748,167.09
537879,2010-12-09,14243,213.3
537880,2010-12-09,12963,365.8
537881,2010-12-09,15513,956.5000000000001
537882,2010-12-09,15079,141.95
537883,2010-12-09,14437,63.0
537884,2010-12-09,15694,525.93
537885,2010-12-09,12942,258.75
537886,2010-12-09,15660,209.29999999999998
537887,2010-12-09,18092,1485.7200000000003
537888,2010-12-09,15358,524.3500000000001
537889,2010-12-09,13319,670.48
537890,2010-12-09,15358,100.19999999999999
537891,2010-12-09,13319,88.8
537892,2010-12-09,12481,159.38
537894,2010-12-09,12621,464.60999999999996
537895,2010-12-09,14299,429.24
537896,2010-12-09,18071,258.95000000000005
537897,2010-12-09,12683,213.88000000000005
537898,2010-12-09,17377,364.40000000000003
537899,2010-12-09,12755,3794.3999999999996
537900,2010-12-09,15983,382.65999999999997
537901,2010-12-09,13854,309.4
537915,2010-12-09,12797,254.03
537955,2010-12-09,16782,371.69999999999993
537963,2010-12-09,13369,308.28
537967,2010-12-09,12494,57.6
537981,2010-12-09,17857,1335.2
537995,2010-12-09,12712,295.1
538000,2010-12-09,12748,101.9
538002,2010-12-09,14932,363.53
538003,2010-12-09,12429,1281.5000000000002
538005,2010-12-09,13090,832.8
538006,2010-12-09,14987,163.2
538007,2010-12-09,14355,174.4
538008,2010-12-09,12683,849.2
538009,2010-12-09,14911,945.55
538010,2010-12-09,17526,226.79999999999998
538011,2010-12-09,14896,257.22
538012,2010-12-09,14527,224.38
538013,2010-12-09,17062,114.79000000000002
538014,2010-12-09,14440,656.7
538015,2010-12-09,13240,224.07
538032,2010-12-09,14479,174.39999999999998
538035,2010-12-09,16065,372.09
538037,2010-12-09,17430,112.6
538040,2010-12-09,16520,325.76
538048,2010-12-09,15945,181.0
538049,2010-12-09,12748,18.4
538050,2010-12-09,12748,15.9
538051,2010-12-09,18041,205.34999999999997
538053,2010-12-09,15856,1571.3200000000002
538056,2010-12-09,17198,249.65
538057,2010-12-09,13102,316.82
538063,2010-12-09,18102,1914.2400000000002
538064,2010-12-09,15271,111.75
538065,2010-12-09,13982,428.6
538067,2010-12-09,15288,165.65
538068,2010-12-09,17978,300.91999999999996
538069,2010-12-09,16795,414.87999999999994
538070,2010-12-09,16519,103.7
538073,2010-12-09,17816,16.21
538076,2010-12-09,15311,272.36
538077,2010-12-09,14667,686.1500000000001
538078,2010-12-09,16255,374.25000000000006
538079,2010-12-09,17671,394.18000000000006
538080,2010-12-09,17646,251.00000000000003
538086,2010-12-09,12872,378.53
538087,2010-12-09,17339,60.0
538093,2010-12-09,12682,739.05
538094,2010-12-09,13117,186.03
538095,2010-12-09,17097,174.71999999999997
538097,2010-12-09,15192,315.0
